post_id,user_id
2980,260875449
2980,6052217
2980,85717035
2980,183809496
2980,252982058
2980,280831516
2980,393077771
2980,486032871
2980,559498191
2980,741760146
3068,292111927
3068,388362825
3068,154110170
3068,357917686
3068,430124485
3068,180443281
3068,214194108
3068,233673659
3068,68817899
3068,183809496
3068,216903537
3068,486032871
3068,258925521
3068,27358210
3068,395554919
3068,139818303
3068,277673399
3068,288594501
3068,202969128
3068,181805214
3068,529962551
3068,243933852
3068,240200561
3068,388051069
3068,448723963
3068,260875449
3068,241915658
3068,21789079
3068,102243286
3068,85717035
3068,337110493
3068,279061052
3068,280831516
3068,193050287
3068,703174977
3066,486032871
3066,181805214
3066,232784875
3066,183809496
3066,741760146
3066,85717035
3066,260875449
3066,280831516
3064,486032871
3064,46808801
3064,171385248
3064,472214554
3064,255426305
3064,216903537
3064,269433090
3064,252982058
3064,332497885
3064,197176153
3064,389995324
3064,330174377
3064,741760146
3064,529962551
3064,302774833
3064,241915658
3064,256842927
3064,227805855
3064,221120133
3064,183809496
3064,378233369
3064,277673399
3064,85717035
3064,202914505
3064,260875449
3064,206122526
3064,186102639
3064,181805214
3064,280831516
3064,337110493
3062,181805214
3062,32740668
3062,260875449
3062,183809496
3062,193050287
3062,85717035
3062,280831516
3062,241915658
3058,181805214
3058,235598630
3058,256842927
3058,344773928
3058,288594501
3058,332497885
3058,187105238
3058,57160846
3058,537611387
3058,221120133
3058,415644346
3058,499240199
3058,221914462
3058,171438925
3058,238262791
3058,198073591
3058,370407109
3058,345652936
3058,529962551
3058,186102639
3058,303486140
3058,206122526
3058,389995324
3058,18423429
3058,528321487
3058,486032871
3058,283326172
3058,302774833
3058,184060884
3058,477576550
3058,332858724
3058,378233369
3058,183809496
3058,303206
3058,475914021
3058,85717035
3058,260875449
3058,311614419
3058,388051069
3058,337110493
3058,205935570
3058,277673399
3058,443681549
3058,346191929
3058,241915658
3058,280831516
3056,256842927
3056,260875449
3056,741760146
3056,181805214
3056,302774833
3056,85717035
3056,337110493
3056,388051069
3056,193050287
3056,280831516
3056,277673399
3056,388362825
3054,181805214
3054,741760146
3054,260875449
3054,337110493
3054,280831516
3054,85717035
3054,277673399
3054,183809496
3053,426803396
3053,741760146
3053,183809496
3053,277673399
3053,388051069
3053,260875449
3053,280831516
3053,85717035
3052,426803396
3052,741760146
3052,183809496
3052,388051069
3052,260875449
3052,280831516
3052,85717035
3048,302774833
3048,260875449
3048,741760146
3048,280831516
3048,183809496
3048,85717035
3046,326524019
3046,256842927
3046,627346015
3046,69121451
3046,85717035
3046,263243453
3046,277673399
3046,183809496
3046,260875449
3046,193050287
3046,529962551
3046,102243286
3046,280831516
3046,388051069
3046,202914505
3046,337110493
3044,741760146
3044,241915658
3044,260875449
3044,388051069
3044,193050287
3044,183809496
3044,85717035
3044,265285398
3044,559498191
3044,280831516
3041,241915658
3041,256842927
3041,475914021
3041,559498191
3041,183809496
3041,85717035
3041,388051069
3041,388362825
3041,280831516
3039,741760146
3039,260875449
3039,183809496
3039,559498191
3039,85717035
3039,240130595
3039,332497885
3039,280831516
3039,378233369
3020,559498191
3020,842174539
3020,85717035
3020,156353850
3020,183809496
3020,277673399
3020,280831516
3020,337110493
3020,382324033
3020,388051069
3020,528321487
3020,741760146
3017,559498191
3017,842174539
3017,85717035
3017,94484053
3017,183809496
3017,222541651
3017,235598630
3017,260875449
3017,280831516
3017,419383656
3017,529962551
3017,741760146
3017,860847227
3015,85717035
3015,280831516
3015,741760146
3014,559498191
3014,842174539
3014,85717035
3014,183809496
3014,241915658
3014,260875449
3014,280831516
3014,741760146
3012,559498191
3012,842174539
3012,85717035
3012,183809496
3012,223364702
3012,260875449
3012,277673399
3012,280831516
3012,323203734
3012,388051069
3012,419383656
3012,741760146
3010,559498191
3010,842174539
3010,85717035
3010,183809496
3010,241915658
3010,280831516
3010,378233369
3010,444270227
3010,741760146
3007,85717035
3007,163165947
3007,183809496
3007,252982058
3007,260875449
3007,280831516
3007,303486140
3007,332858724
3007,337110493
3007,345652936
3007,388051069
3007,410610733
3007,419383656
3007,443681549
3007,741760146
3006,842174539
3006,10834741
3006,85475677
3006,85717035
3006,183809496
3006,280831516
3006,302774833
3006,362484561
3006,741760146
3004,842174539
3004,85717035
3004,183809496
3004,280831516
3004,529962551
3004,741760146
3001,842174539
3001,10834741
3001,85717035
3001,183809496
3001,234618608
3001,256613366
3001,277673399
3001,280831516
3001,559498191
3001,572002945
3001,647815204
3001,677351807
3001,741760146
3000,842174539
3000,85717035
3000,183809496
3000,265285398
3000,280831516
3000,486032871
3000,542951197
3000,559498191
3000,741760146
2998,842174539
2998,85717035
2998,183809496
2998,241915658
2998,280831516
2998,559498191
2998,741760146
2995,842174539
2995,85717035
2995,183809496
2995,186102639
2995,241915658
2995,280831516
2995,419383656
2995,486032871
2995,506686352
2995,559498191
2995,741760146
2993,842174539
2993,85717035
2993,156353850
2993,183809496
2993,241915658
2993,332858724
2993,559498191
2993,741760146
2991,499240199
2991,842174539
2991,3191038
2991,6028783
2991,41383500
2991,46808801
2991,53645147
2991,56144287
2991,56775508
2991,73094845
2991,73739616
2991,76534265
2991,85630040
2991,85717035
2991,101491432
2991,107955775
2991,109471456
2991,118668579
2991,135581219
2991,148047507
2991,154110170
2991,156353850
2991,158445696
2991,169645910
2991,170384556
2991,173569892
2991,174111046
2991,176468767
2991,180837251
2991,183809496
2991,185015999
2991,186102639
2991,187105238
2991,193050287
2991,201468999
2991,212369852
2991,213258285
2991,221914462
2991,223841829
2991,231131494
2991,232784875
2991,241915658
2991,244702691
2991,252982058
2991,255426305
2991,258925521
2991,260523404
2991,260875449
2991,269074055
2991,270561821
2991,276981629
2991,277673399
2991,280831516
2991,286288768
2991,288594501
2991,290235546
2991,292111927
2991,306022875
2991,326055194
2991,326524019
2991,330174377
2991,346191929
2991,362484561
2991,388362825
2991,405544676
2991,410359913
2991,414821958
2991,419383656
2991,448723963
2991,449279978
2991,451199467
2991,486032871
2991,490462016
2991,559498191
2991,572002945
2991,577692662
2991,633983354
2991,642886418
2991,682658536
2991,741760146
2991,767409241
2990,842174539
2990,85717035
2990,183809496
2990,241915658
2990,280831516
2990,486032871
2989,842174539
2989,21789079
2989,44014130
2989,73094845
2989,85717035
2989,145395565
2989,154110170
2989,156353850
2989,174111046
2989,181986771
2989,183809496
2989,221914462
2989,241915658
2989,256842927
2989,277402463
2989,280831516
2989,292427026
2989,330174377
2989,332858724
2989,362484561
2989,486032871
2989,529962551
2989,557423009
2989,741760146
2987,842174539
2987,85717035
2987,183809496
2987,260875449
2987,280831516
2987,741760146
2983,842174539
2983,27358210
2983,44014130
2983,63294601
2983,73739616
2983,81124508
2983,85717035
2983,138418624
2983,147235294
2983,156353850
2983,170384556
2983,181463685
2983,181805214
2983,182704363
2983,183809496
2983,184060884
2983,186102639
2983,187105238
2983,187403419
2983,188381020
2983,193050287
2983,201466914
2983,207168588
2983,208171569
2983,221120133
2983,223364702
2983,232784875
2983,241915658
2983,245823210
2983,256842927
2983,260875449
2983,276941799
2983,276981629
2983,280831516
2983,285220144
2983,286288768
2983,292111927
2983,293304800
2983,302774833
2983,332858724
2983,334811025
2983,355280641
2983,362484561
2983,364977741
2983,381046546
2983,388051069
2983,419383656
2983,431380898
2983,443681549
2983,486032871
2983,490462016
2983,529962551
2983,556536026
2983,617557801
2983,627346015
2983,741760146
2983,805902340
2983,846140569
2978,842174539
2978,85717035
2978,183809496
2978,260875449
2978,280831516
2978,741760146
2976,842174539
2976,85717035
2976,183809496
2976,280831516
2974,842174539
2974,85717035
2974,241915658
2974,260875449
2974,280831516
2972,842174539
2972,85717035
2972,174111046
2972,183809496
2972,193050287
2972,241915658
2972,260875449
2972,280831516
2972,741760146
2970,842174539
2970,85717035
2970,156353850
2970,174111046
2970,183809496
2970,241915658
2970,256842927
2970,260875449
2970,280831516
2970,741760146
2969,842174539
2969,85717035
2969,174111046
2969,183809496
2969,241915658
2969,260875449
2969,280831516
2969,302774833
2969,419383656
2969,486032871
2969,741760146
2964,842174539
2964,989742
2964,44014130
2964,69121451
2964,85717035
2964,94484053
2964,156353850
2964,171956441
2964,181805214
2964,182704363
